id,female,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19
468420336761860100,True,-0.995848074223,-0.000914187993684,0.0897000557099,0.0127014527607,-0.00662591514047,0.00121336355509,-0.00425892181312,0.00216390953384,0.00110393722817,-0.00050651181523,-0.00221946048365,0.000934770906746,-0.000263865148096,-0.001186932175,0.000410660862916,-0.000194177824186,0.000548632263776,-0.000109972587789,-0.00011281285067,-0.000932135234048
473730479607148540,True,-0.683974344965,-0.726127949529,0.0452495890539,0.0457683555566,-0.015660963562,0.00130160651773,-0.0185422119849,0.00396264493506,0.00343794994615,0.00985173583713,-0.00552777263022,0.00364097233996,0.00112311957805,-0.00156012446734,-0.0018600552673,0.000224107058892,0.00226358141698,-0.00152443868096,0.00109054672268,-0.000144750890877
476261445118591000,True,-0.968958134376,-0.21528026938,0.119148439308,0.0199204813286,-0.0092667922533,0.00132868201918,-0.00799529898414,0.0026328655965,0.00192913874811,0.00161744871601,-0.0031851675047,0.00176299733302,-4.66063149454e-05,-0.00109896354574,-0.000267050098134,-0.000170731319662,0.00094156898591,-0.000550010105712,0.000208031498452,-0.000856614023123
465326484601577500,True,-0.979432980599,-0.0318794516333,-0.0833362439524,-0.126807936266,0.0241839036064,0.00124375849804,-0.0147619723309,0.00119368824369,0.038743602766,-0.0755396320886,0.0184405768001,0.00657320470503,-0.00715773514188,0.0016412738119,-0.0536720651564,0.0506765174818,-0.0358860590375,-0.02796446585,-0.0183291139546,-0.0190980981737
454255466680311800,True,-0.979604782742,0.00865910579605,-0.122392226327,-0.153363778378,0.0298741011034,0.000665739463009,-0.024950237938,0.00119670864223,0.00178181247027,0.0106091960964,-0.0106748626431,0.00305856440458,-0.0016728451391,-0.003806070683,0.002544169826,0.00330609033876,-0.0019445551372,0.00205092833916,-0.000544068308503,0.000568933245545
475641706751078400,True,-0.99882345961,0.0417484118361,-0.0103676214061,0.01990278975,-0.00727105383459,0.00116264329594,-0.00546058970404,0.00258888359972,0.000775425131061,0.00138641992713,-0.00242503962269,0.000851569858403,0.000142465432218,-0.00190850380587,0.000630627073798,2.55175995784e-05,0.000852741533295,1.58732571342e-05,-0.000106321786304,-0.000698945540318
425975681906774000,True,-0.888870147761,0.136326538123,-0.402096025682,-0.164321990893,0.0349870483033,0.00032814502893,-0.0300896377334,0.00177147792587,0.000907256498165,0.0165544807897,-0.0121273479324,0.00299875714256,-0.000939331243376,-0.0057950713597,0.00343162896894,0.00437864318092,-0.00172002712545,0.0027446175032,-0.000623565978997,0.00143041862612
408963206900498400,True,-0.969667519002,0.238805118199,0.0517097350171,0.00391299996783,-0.00329911139675,0.001015904794,0.000158998397546,0.00151738763658,0.000118988089453,-0.00285255579639,-0.0010144187511,-4.40057509615e-05,-0.000491864192721,-0.00121824725906,0.00114516829094,-0.000209424772061,7.83311809861e-05,0.000388213602678,-0.000465154856249,-0.000963924259006
470869648259297300,True,-0.766381373119,-0.610572954761,-0.142098101143,0.0532606676335,-0.0163266330162,0.00181823206103,-0.0110094030254,0.00945351093164,0.0545492908577,-0.102696227685,0.0333181456721,0.000503936198763,0.00595420200673,-0.00205827702882,0.0138010024179,0.0130107930971,0.010607864532,0.00528138057864,0.0172746838005,0.0296729346388
477340302663897100,True,-0.966657877785,-0.107853437422,-0.231144007256,0.00692376299415,-0.00363726019189,0.00106244730369,-0.0165941836762,0.00377567553971,0.00116021573585,0.0100973691398,-0.00575209932715,0.00206196606221,0.000924531857888,-0.00386696862988,0.000787222951727,0.00126554599516,0.00138124074724,0.000251963084372,0.000173739084025,0.000198271129485
475412564667428860,True,-0.888817245912,-0.197259542339,0.106223011583,0.0158672439712,-0.00378505632985,0.00170472485183,0.000321646211966,0.00377570136939,0.0124447916362,-0.041713400588,0.00558529322785,0.018216147009,-0.0482387428635,0.0270221202027,-0.364334218062,0.0116839515567,-0.135419346783,-0.0537925469126,-0.00802303631582,0.0062021997949
476185279066144800,True,-0.884491004898,-0.423509664851,0.131349804064,-0.0526767464055,0.00513598009715,0.00366416696243,0.119755444432,0.0108592166094,-0.00177521456299,0.0174325271729,-0.0114539521214,-0.0508877919093,0.000622117302425,0.00302124787255,-0.0010732492435,0.00834291502855,-0.00667577315746,0.0230342374056,0.00690318835668,-0.00759276212543
