id,female,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19
464672480578138100,False,-0.976147400525,0.211417008643,-0.0479636638492,0.00993535152309,0.00554258597639,0.00211576700699,6.39651627905e-05,0.000264522331458,-0.00168806819159,-0.000465841635034,-0.00103518053143,0.000164503109607,-0.000217218773486,0.000117711881034,-0.000363773342975,-0.000234315211461,0.000278815400523,-5.74595238567e-05,-0.000297225381981,0.000151501421454
475083352404291600,False,-0.986070034511,0.130024545773,-0.0617834272178,0.0113002248361,0.00465147022089,0.00300155689948,-0.000229986554554,-0.0822535227469,-0.000887878327658,-0.00133708068255,0.000405667513694,-0.000112837794933,-0.000402644676191,-0.00336332869827,-0.000605294836038,-0.0013135529814,0.000245296170361,-0.00109072148788,0.000120096514661,0.00083281125174
473763477278838800,False,-0.807608929773,0.156862376212,-0.0212569090194,-0.403874667751,0.0214942917529,0.011665846469,0.000553306198579,0.0144957714422,0.188941696034,-0.0808713167924,0.222319866396,0.161160515526,0.134722345815,-0.0019988396561,-0.0730777929286,-0.0512508041539,-0.00424471143441,0.0536934688244,0.00585225249241,0.109966082151
442334903284138000,False,-0.99210484104,-0.11231219699,-0.0495620889096,0.0234934756904,0.00957117893955,0.00265815230344,-0.000254446167,0.000861265296406,-0.0021020514656,0.000772180846578,5.81588065007e-05,0.000714668237124,0.000279395739105,-0.000344595143212,-0.000468271811046,7.14335558844e-05,0.000372751332985,9.44997973722e-05,-0.000118415368422,-0.000137378349035
473742876296220700,False,-0.774320236721,-0.186142284135,0.602090353991,0.0531134827322,0.015134536033,0.0130751570448,-0.00131525569503,0.00399926048408,0.00348473943315,0.00107661517383,0.00138633829176,-0.00155011922751,0.00141004534593,-1.96944927242e-06,-0.00111920108232,0.00204133597487,-0.00100386484776,-0.00114803546145,0.000336677682666,-0.000415282554933
468270060801249300,False,-0.726337315669,-0.526847522871,0.437076457105,0.058160676214,0.0171543309305,0.0106653637182,-0.00137576230672,0.00376623380429,0.00181574658363,0.00233133728125,0.00229652355459,-0.000415002851774,0.00165508498961,-0.000582097938654,-0.00101268830847,0.00187370874597,-0.000583934792828,-0.000661446893453,0.000439588192837,-0.000659616894967
2632077885,False,-0.976147400525,0.211417008643,-0.0479636638492,0.00993535152309,0.00554258597639,0.00211576700699,6.39651627905e-05,0.000264522331458,-0.00168806819159,-0.000465841635034,-0.00103518053143,0.000164503109607,-0.000217218773486,0.000117711881034,-0.000363773342975,-0.000234315211461,0.000278815400523,-5.74595238567e-05,-0.000297225381981,0.000151501421454
472939337441484800,False,-0.989626715744,0.118149328833,0.0786584098118,0.0201270695068,0.00806576318275,0.00445229722825,-0.000232085778337,0.00106874461972,-0.000782196648923,-8.63828229654e-05,-0.000522793744503,-0.000124406054946,0.000134003585281,6.37731359054e-05,-0.000541813033958,0.000229933217344,4.60039561862e-05,-0.000265521690382,-0.000172967791859,2.41009156353e-05
415673675845627900,False,-0.976147400525,0.211417008643,-0.0479636638492,0.00993535152309,0.00554258597639,0.00211576700699,6.39651627905e-05,0.000264522331458,-0.00168806819159,-0.000465841635034,-0.00103518053143,0.000164503109607,-0.000217218773486,0.000117711881034,-0.000363773342975,-0.000234315211461,0.000278815400523,-5.74595238567e-05,-0.000297225381981,0.000151501421454
321442032323268600,False,-0.985855889291,0.0429953217646,-0.0677201696909,-0.146196143701,0.0139164252705,0.00632294065146,0.000152562486624,0.00326066166067,-0.00520051968727,-0.00122064273966,-0.00199141381321,0.0013260388775,0.000405826924898,0.000300885124055,-0.0005282381327,-0.000262842265683,0.000157117187696,-0.000163276628667,0.000919526953363,-0.00041554140467
450231658839412740,False,-0.995943212837,0.0698415107368,0.05185729287,0.0209605589461,0.00843301988892,0.00409688621159,-0.000238197626166,0.00103088430772,-0.00106739040346,9.56532486376e-05,-0.000402334381981,5.32638856461e-05,0.000165699743291,-2.26780045861e-05,-0.000529346986137,0.000197579368595,0.000115743691297,-0.000190529954462,-0.000162381162336,-1.0090609878e-05
464245000318881800,False,-0.726337315669,-0.526847522871,0.437076457105,0.058160676214,0.0171543309305,0.0106653637182,-0.00137576230672,0.00376623380429,0.00181574658363,0.00233133728125,0.00229652355459,-0.000415002851774,0.00165508498961,-0.000582097938654,-0.00101268830847,0.00187370874597,-0.000583934792828,-0.000661446893453,0.000439588192837,-0.000659616894967
463706460849840100,False,-0.980417913528,-0.161390387302,-0.11014552999,0.0223525241522,0.00944808147166,0.00167207881338,-0.000203480345827,0.000642535821248,-0.00263595492161,0.000945541543586,0.000132634477689,0.00100700636191,0.000253980816753,-0.000450778520699,-0.000408987488965,-6.19251529023e-05,0.000507988742212,0.000237669266313,-0.000124324113668,-0.000159657782487
477461666565586940,False,-0.97580304458,-0.185060558375,-0.113678009882,0.0230561442669,0.00965731466755,0.00163460054842,-0.000220023005819,0.000664145388128,-0.00268502516444,0.00103348225391,0.000208643051073,0.00105729136966,0.00028364845792,-0.000485850977238,-0.000409913868267,-5.02979928928e-05,0.000520498324188,0.000255858723534,-0.000112351832987,-0.00017928921397
